ax (m/s^2),ay (m/s^2),az (m/s^2),Activity,Subject,Sample
0.0613,0.0029,-0.0311,laying,3.0,1
0.053675,0.0139,0.0809,laying,3.0,1
0.030775,0.0131,-0.020375,laying,3.0,1
-0.029675,-0.03555,-0.1077,laying,3.0,1
-0.00085,-0.037625,0.046875,laying,3.0,1
0.060875,-0.0069,-0.03605,laying,3.0,1
0.06435,-0.010275,-0.038725,laying,3.0,1
-0.016875,-0.0304,-0.07865,laying,3.0,1
-0.00435,-0.029325,0.028125,laying,3.0,1
0.029625,0.025725,0.089375,laying,3.0,1
0.003325,0.01745,-0.1324,laying,3.0,1
0.0059,-0.0091,-0.022425,laying,3.0,1
0.0423,0.027075,-0.0158,laying,3.0,1
0.017875,0.035625,-0.036075,laying,3.0,1
-0.001275,0.014025,-0.0004,laying,3.0,1
0.042525,-0.0526,-0.0185,laying,3.0,1
0.049375,-0.07395,0.012075,laying,3.0,1
0.013225,-0.06035,-0.009475,laying,3.0,1
0.018925,-0.0209,-0.024425,laying,3.0,1
0.0305,0.008025,-0.018475,laying,3.0,1
0.05555,0.001525,-0.007825,laying,3.0,1
0.04935,-0.0001,0.03955,laying,3.0,1
0.0195,0.0046,-0.030325,laying,3.0,1
0.006625,0.013075,-0.041325,laying,3.0,1
0.00695,0.014475,-0.0205,laying,3.0,1
0.060675,0.0179,0.01525,laying,3.0,1
0.054925,0.031275,-0.052875,laying,3.0,1
0.0204,0.0115,-0.018375,laying,3.0,1
-0.005625,0.00355,-0.00805,laying,3.0,1
-0.0026,-0.018675,-0.0175,laying,3.0,1
0.030875,-0.05395,0.015875,laying,3.0,1
0.02255,-0.061575,0.0164,laying,3.0,1
0.040625,-0.01145,-0.002725,laying,3.0,1
0.017,0.0096,-0.0073,laying,3.0,1
0.027575,-0.01435,-0.023,laying,3.0,1
0.013725,-0.025375,-0.007675,laying,3.0,1
0.00675,0.00735,-0.0194,laying,3.0,1
0.015925,0.02965,-0.0455,laying,3.0,1
0.03115,0.011525,-0.003,laying,3.0,1
0.031275,-0.00495,0.03465,laying,3.0,1
0.024,-0.0101,0.00585,laying,3.0,1
-0.00575,-0.03925,-0.05955,laying,3.0,1
0.032975,-0.008025,0.075425,laying,3.0,1
0.047475,0.019325,-0.0168,laying,3.0,1
0.03825,-0.014875,-0.015975,laying,3.0,1
-0.01095,-0.0335,-0.071125,laying,3.0,1
0.0517,-0.050675,0.0763,laying,3.0,1
0.049175,-0.004275,0.090275,laying,3.0,1
-0.026525,-0.00265,-0.10975,laying,3.0,1
-0.002075,-0.03085,-0.01425,laying,3.0,1
0.052625,0.032275,0.0065,laying,3.0,1
0.023875,0.06465,-0.0285,laying,3.0,1
0.00865,0.0047,-0.00135,laying,3.0,1
0.0191,-0.033575,0.01365,laying,3.0,1
0.02305,-0.043275,0.038175,laying,3.0,1
0.032475,-0.042375,-0.002175,laying,3.0,1
0.05745,0.0001,-0.01225,laying,3.0,1
0.04175,0.0028,0.012225,laying,3.0,1
0.021875,-0.0042,-0.010225,laying,3.0,1
0.036025,0.01025,0.01395,laying,3.0,1
0.038675,0.00405,0.002325,laying,3.0,1
0.02565,-0.0136,-0.013075,laying,3.0,1
0.009725,-0.0191,0.00265,laying,3.0,1
0.02225,0.011375,0.005625,laying,3.0,1
0.0315,0.031225,-0.061725,laying,3.0,1
0.02435,0.01695,0.013225,laying,3.0,1
0.02365,0.020275,-0.012725,laying,3.0,1
0.01055,-0.02395,-0.016075,laying,3.0,1
-0.00535,-0.024925,0.0113,laying,3.0,1
0.03165,-0.00845,0.0224,laying,3.0,1
0.071475,-0.010825,0.0075,laying,3.0,1
0.045,0.0146,-0.002125,laying,3.0,1
0.0118,-0.011025,0.0073,laying,3.0,1
0.022425,-0.022625,0.019975,laying,3.0,1
0.024825,-0.000175,-0.0371,laying,3.0,1
0.043975,5e-05,0.005175,laying,3.0,1
0.030575,0.0265,-0.017725,laying,3.0,1
0.048325,0.00525,0.012425,laying,3.0,1
0.040575,-0.00375,0.0263,laying,3.0,1
0.01315,-0.019625,-0.064425,laying,3.0,1
0.010275,-0.002675,0.084675,laying,3.0,1
0.048275,0.008475,-0.002,laying,3.0,1
0.068625,-0.02335,-0.005425,laying,3.0,1
0.008225,-0.0061,-0.00905,laying,3.0,1
0.002475,-0.03605,0.013075,laying,3.0,1
0.0432,0.003575,0.0997,laying,3.0,1
0.0005,0.017225,-0.0586,laying,3.0,1
-0.01205,-0.0205,0.02345,laying,3.0,1
0.041325,0.023775,0.019325,laying,3.0,1
0.019575,0.027075,-0.0446,laying,3.0,1
0.00995,-0.0026,-0.0236,laying,3.0,1
0.040275,-0.027575,0.014525,laying,3.0,1
0.02035,-0.038125,0.025175,laying,3.0,1
0.0234,-0.036875,-0.03885,laying,3.0,1
0.021125,-0.0116,-0.002,laying,3.0,1
0.047025,-0.0084,-0.000425,laying,3.0,1
0.03705,-0.0218,-0.003475,laying,3.0,1
0.055625,0.001775,0.0188,laying,3.0,1
0.04265,0.024275,0.0516,laying,3.0,1
0.02585,-0.0142,-0.050325,laying,3.0,1
-0.00875,-0.0029,0.001975,laying,3.0,1
0.01985,0.00655,0.046,laying,3.0,1
0.03745,0.0105,-0.01665,laying,3.0,1
0.039275,0.016175,-0.019775,laying,3.0,1
-0.009425,0.001025,0.004475,laying,3.0,1
-0.00065,-0.03065,-0.03405,laying,3.0,1
0.029225,-0.06585,0.019775,laying,3.0,1
0.0358,-0.0387,0.022125,laying,3.0,1
0.053275,-0.01375,0.0016,laying,3.0,1
0.06625,-0.003175,0.009825,laying,3.0,1
0.036075,-0.003575,-0.007475,laying,3.0,1
0.028075,0.002125,0.009775,laying,3.0,1
0.024075,-0.005575,0.00135,laying,3.0,1
0.05515,-0.005275,0.0112,laying,3.0,1
0.0491,0.02095,0.001625,laying,3.0,1
0.03715,0.0137,-0.018,laying,3.0,1
0.048675,0.005725,0.04485,laying,3.0,1
0.05015,-0.003675,-0.0389,laying,3.0,1
-0.0136,-0.048425,-0.03855,laying,3.0,1
-0.029075,-0.0204,0.1175,laying,3.0,1
0.042475,0.004875,-0.058375,laying,3.0,1
0.075375,-0.000475,0.0159,laying,3.0,1
-0.0348,-0.014675,-0.042975,laying,3.0,1
-0.025425,-0.042225,0.12755,laying,3.0,1
0.026175,0.034575,0.026375,laying,3.0,1
-0.0061,0.013025,-0.0905,laying,3.0,1
0.028525,0.0099,0.094375,laying,3.0,1
0.033275,0.04545,0.0112,laying,3.0,1
-0.028625,0.019975,-0.03005,laying,3.0,1
0.0136,-0.010225,-0.02535,laying,3.0,1
0.031575,-0.046775,0.019375,laying,3.0,1
0.063625,-0.0628,-0.004625,laying,3.0,1
0.03665,-0.0326,-0.024525,laying,3.0,1
0.057,-0.009425,-0.000875,laying,3.0,1
0.061225,0.018875,0.029375,laying,3.0,1
0.051925,0.012775,0.01915,laying,3.0,1
0.035275,0.011575,0.01765,laying,3.0,1
0.028925,0.03025,0.01465,laying,3.0,1
0.015075,0.0046,-0.021575,laying,3.0,1
0.01935,-0.00715,-0.015525,laying,3.0,1
0.0479,0.0012,0.0333,laying,3.0,1
0.043,0.005225,-0.0472,laying,3.0,1
0.027125,0.0012,0.01995,laying,3.0,1
0.003675,-0.00395,0.011525,laying,3.0,1
-0.00445,-0.00735,-0.0009,laying,3.0,1
0.009475,-0.027175,0.0177,laying,3.0,1
0.044525,-0.02165,0.007325,laying,3.0,1
0.0563,-0.000275,0.02595,laying,3.0,1
0.043425,0.00365,0.002225,laying,3.0,1
0.0217,-0.021575,-0.040725,laying,3.0,1
0.02595,0.008125,0.00195,laying,3.0,1
0.03705,0.026825,-0.00075,laying,3.0,1
0.031075,0.033225,-0.004075,laying,3.0,1
-0.00255,0.004,-0.028525,laying,3.0,1
0.002,-0.011775,0.000375,laying,3.0,1
0.015725,-0.02655,0.0552,laying,3.0,1
0.025525,-0.02325,-0.01085,laying,3.0,1
0.0059,-0.015775,-0.05065,laying,3.0,1
0.03475,0.0068,0.13565,laying,3.0,1
0.04885,0.023125,-0.003575,laying,3.0,1
0.057825,-0.001775,-0.05615,laying,3.0,1
0.027275,-0.0068,-0.03025,laying,3.0,1
0.038575,-0.02825,0.00795,laying,3.0,1
0.02825,0.0206,0.103175,laying,3.0,1
-0.0211,0.0312,-0.09365,laying,3.0,1
-0.00985,-0.0126,0.055075,laying,3.0,1
0.05525,0.036525,0.0329,laying,3.0,1
0.005925,0.0341,-0.051975,laying,3.0,1
0.005625,-0.006575,-0.038925,laying,3.0,1
0.067875,-0.029925,-0.00265,laying,3.0,1
0.04325,-0.0678,0.030275,laying,3.0,1
0.04095,-0.07635,-0.019325,laying,3.0,1
0.035375,-0.0179,-0.0199,laying,3.0,1
0.04605,-0.0023,0.014275,laying,3.0,1
0.053725,0.002225,0.0007,laying,3.0,1
0.0614,0.0251,-0.00515,laying,3.0,1
0.011325,0.051325,0.0393,laying,3.0,1
0.0178,0.021025,-0.062475,laying,3.0,1
-0.005825,0.00695,0.011675,laying,3.0,1
0.0278,0.0128,0.0185,laying,3.0,1
0.03085,0.0105,-0.0243,laying,3.0,1
0.00965,0.012625,-0.018225,laying,3.0,1
0.015625,-0.013025,0.0586,laying,3.0,1
0.012525,-0.019425,-0.03915,laying,3.0,1
0.041425,-0.031325,-0.0022,laying,3.0,1
0.033475,-0.03295,0.027,laying,3.0,1
0.054675,0.011125,0.021475,laying,3.0,1
0.049425,0.011425,0.015775,laying,3.0,1
0.023525,-0.00345,-0.007925,laying,3.0,1
0.049,-0.01995,0.018825,laying,3.0,1
0.0468,0.0061,-0.017075,laying,3.0,1
0.046025,0.0255,-0.0174,laying,3.0,1
0.0228,0.0281,-0.0063,laying,3.0,1
0.02655,0.010025,0.00905,laying,3.0,1
0.04675,-0.011325,-0.0186,laying,3.0,1
0.024775,-0.0146,0.02665,laying,3.0,1
0.0265,-0.00095,0.047175,laying,3.0,1
0.014475,-0.032425,-0.08,laying,3.0,1
0.00225,-0.0181,0.045975,laying,3.0,1
0.0445,0.0211,0.093625,laying,3.0,1
0.058925,0.0102,-0.09645,laying,3.0,1
0.0448,0.01835,0.04325,laying,3.0,1
-0.00745,-0.002075,-0.069975,laying,3.0,1
0.0373,-0.02265,0.136125,laying,3.0,1
0.00915,-0.01315,-0.02505,laying,3.0,1
-0.03355,-0.020825,-0.05655,laying,3.0,1
0.025575,0.0017,0.074625,laying,3.0,1
0.049375,0.06555,-0.0157,laying,3.0,1
0.027425,0.016275,-0.051275,laying,3.0,1
0.040375,-0.04605,-0.00515,laying,3.0,1
0.026175,-0.052225,0.038175,laying,3.0,1
0.0398,-0.05235,-0.0022,laying,3.0,1
0.037775,0.0072,-0.023325,laying,3.0,1
0.051675,0.022375,-0.00615,laying,3.0,1
0.04535,-0.0096,0.0146,laying,3.0,1
0.032625,-0.000575,0.01835,laying,3.0,1
0.020525,0.031675,0.01575,laying,3.0,1
0.04185,0.01965,-0.008375,laying,3.0,1
0.0109,0.008725,-0.0118,laying,3.0,1
0.00565,0.003475,0.005025,laying,3.0,1
0.037275,-0.0011,0.0003,laying,3.0,1
0.01095,0.0018,-0.049725,laying,3.0,1
0.005675,0.008875,0.03035,laying,3.0,1
0.013425,0.000125,0.0025,laying,3.0,1
0.026625,-0.030575,-0.02085,laying,3.0,1
0.009075,-0.05995,-0.01535,laying,3.0,1
0.040575,-0.028025,0.0103,laying,3.0,1
0.024525,0.017025,0.04115,laying,3.0,1
0.04145,0.005625,-0.0083,laying,3.0,1
0.038525,-0.007575,-0.0119,laying,3.0,1
0.0487,-0.008275,0.029675,laying,3.0,1
0.036625,0.015,-0.013225,laying,3.0,1
0.042625,0.022075,-0.00195,laying,3.0,1
0.051275,0.018275,0.00755,laying,3.0,1
0.0146,-0.020325,-0.0087,laying,3.0,1
0.0117,-0.028375,-0.00705,laying,3.0,1
0.033925,-0.0082,0.001675,laying,3.0,1
0.050225,-0.005925,0.059325,laying,3.0,1
0.02405,0.0094,0.001775,laying,3.0,1
-0.01075,-0.0067,-0.0397,laying,3.0,1
-0.007375,7.5e-05,0.08495,laying,3.0,1
0.06125,-0.00545,-0.0336,laying,3.0,1
0.061325,-0.025025,-0.0722,laying,3.0,1
0.033025,0.017125,0.012625,laying,3.0,1
0.02875,-0.003825,0.024625,laying,3.0,1
0.02,2.5e-05,0.11025,laying,3.0,1
-0.023475,0.00635,-0.07565,laying,3.0,1
-0.015125,-0.031325,-0.000675,laying,3.0,1
0.061775,-0.002275,0.05105,laying,3.0,1
0.0498,0.04765,-0.025675,laying,3.0,1
0.0003,0.01605,-0.017,laying,3.0,1
0.035075,-0.038825,0.031425,laying,3.0,1
0.0454,-0.055325,0.02135,laying,3.0,1
0.038375,-0.03225,-0.03715,laying,3.0,1
0.049475,-0.0219,-0.0075,laying,3.0,1
0.03245,0.038075,0.0284,laying,3.0,1
0.030325,0.004575,0.012275,laying,3.0,1
0.0357,0.001175,-0.004425,laying,3.0,1
0.019825,0.01335,0.05465,laying,3.0,1
0.036075,0.01815,-0.040425,laying,3.0,1
-0.01805,0.0068,0.026025,laying,3.0,1
0.027575,0.0079,-0.004925,laying,3.0,1
0.0562,-0.011875,-0.017725,laying,3.0,1
0.035075,-0.0234,-0.05595,laying,3.0,1
-0.0036,-0.01295,0.018675,laying,3.0,1
0.00175,-0.007125,-0.012875,laying,3.0,1
0.02095,0.0008,0.012225,laying,3.0,1
0.0589,-0.03395,-0.015075,laying,3.0,1
0.044325,-0.035,0.0202,laying,3.0,1
0.034475,0.007275,0.023725,laying,3.0,1
0.02625,0.021625,-0.04925,laying,3.0,1
0.03245,-0.016775,0.0104,laying,3.0,1
0.034075,-0.0259,-0.01565,laying,3.0,1
0.0469,0.010625,0.001675,laying,3.0,1
0.06725,0.003575,0.0251,laying,3.0,1
0.042125,-0.007575,0.004675,laying,3.0,1
0.010175,-0.018475,0.00235,laying,3.0,1
-0.01195,-0.03525,0.00275,laying,3.0,1
0.022775,-0.016225,0.05,laying,3.0,1
0.050425,0.026,0.0258,laying,3.0,1
0.049575,0.01665,-0.085625,laying,3.0,1
0.00345,-0.012625,0.09045,laying,3.0,1
0.028275,-0.007175,0.00595,laying,3.0,1
0.013175,-0.0083,-0.064225,laying,3.0,1
0.045175,0.037675,0.026325,laying,3.0,1
0.038575,0.025825,-0.01815,laying,3.0,1
0.04355,-0.027025,0.16275,laying,3.0,1
-0.00245,-0.03185,-0.06435,laying,3.0,1
-0.0325,-0.04395,-0.06375,laying,3.0,1
0.03825,0.0257,0.037,laying,3.0,1
0.03175,0.06825,-0.0268,laying,3.0,1
0.0231,0.023325,-0.011525,laying,3.0,1
0.0395,-0.038,0.00085,laying,3.0,1
0.04335,-0.0442,0.032875,laying,3.0,1
0.038675,-0.019875,-0.012925,laying,3.0,1
0.043325,-0.032675,-0.01255,laying,3.0,1
0.057775,-0.002725,0.015,laying,3.0,1
0.04565,-0.0158,0.023925,laying,3.0,1
0.036075,-0.0011,-0.005075,laying,3.0,1
0.0248,0.01825,0.045175,laying,3.0,1
0.031825,0.0384,-0.019825,laying,3.0,1
0.00845,-4.34e-18,0.023875,laying,3.0,1
0.01235,0.007025,0.006475,laying,3.0,1
0.03405,0.010425,-0.0169,laying,3.0,1
0.032775,0.000125,-0.038875,laying,3.0,1
0.0082,-0.010825,0.027075,laying,3.0,1
-0.002875,-0.00775,-0.003875,laying,3.0,1
0.005825,-0.00145,0.007825,laying,3.0,1
0.019425,-0.005425,0.00655,laying,3.0,1
0.03455,-0.0352,0.023025,laying,3.0,1
0.003875,-0.0083,0.0266,laying,3.0,1
0.037875,0.009725,-0.025825,laying,3.0,1
0.0523,-0.002225,0.00955,laying,3.0,1
0.02495,-0.012425,0.0134,laying,3.0,1
0.0163,0.0202,-0.02435,laying,3.0,1
0.032925,0.011,0.0155,laying,3.0,1
0.0476,-0.004975,0.033525,laying,3.0,1
0.046625,-0.00555,-0.008525,laying,3.0,1
0.008225,0.0086,-0.01405,laying,3.0,1
0.025475,-0.022475,-0.002825,laying,3.0,1
0.0475,-0.019575,0.023225,laying,3.0,1
0.0271,-0.028175,0.004475,laying,3.0,1
0.001575,-0.0123,-0.0304,laying,3.0,1
-0.003525,0.0005,0.073125,laying,3.0,1
0.0555,0.02495,0.011375,laying,3.0,1
0.018975,-0.004725,-0.05465,laying,3.0,1
0.0226,0.007,0.028775,laying,3.0,1
0.002475,0.01715,-0.09615,laying,3.0,1
0.0399,-0.0162,0.110075,laying,3.0,1
0.01025,0.008125,-0.0081,laying,3.0,1
-0.074425,-0.012525,-0.04275,laying,3.0,1
0.0153,-0.013775,0.020525,laying,3.0,1
0.074875,0.014,-0.06095,laying,3.0,1
0.0535,0.021975,0.02335,laying,3.0,1
0.066575,-0.0078,0.048275,laying,3.0,1
0.070275,-0.019175,0.041175,laying,3.0,1
0.05345,-0.04415,0.008625,laying,3.0,1
0.0353,-0.026075,-0.000575,laying,3.0,1
0.03285,-0.0048,-0.012025,laying,3.0,1
0.05275,0.0211,-0.030475,laying,3.0,1
0.02275,0.0117,-0.0412,laying,3.0,1
0.001425,0.018325,0.069225,laying,3.0,1
0.010825,0.007975,-0.03395,laying,3.0,1
-0.050225,-0.01355,-0.035625,laying,3.0,1
0.001575,0.001675,0.014125,laying,3.0,1
0.02675,0.010475,-0.0004,laying,3.0,1
0.032625,0.00695,-0.05325,laying,3.0,1
0.046275,-0.006675,0.0001,laying,3.0,1
0.019975,0.01095,-0.01825,laying,3.0,1
0.019275,-0.0061,0.005975,laying,3.0,1
0.019975,-0.0138,-0.0068,laying,3.0,1
0.07395,-0.03885,0.0061,laying,3.0,1
0.053325,-0.02105,0.041675,laying,3.0,1
0.023525,-0.000375,-0.0059,laying,3.0,1
0.00635,-0.01575,-0.0116,laying,3.0,1
0.019175,-0.017325,0.013,laying,3.0,1
0.030225,0.01215,-0.00705,laying,3.0,1
0.044475,-0.0021,-0.00455,laying,3.0,1
0.0281,0.005725,0.005825,laying,3.0,1
0.0193,0.0068,-0.001425,laying,3.0,1
0.00775,0.008425,-0.027025,laying,3.0,1
0.0144,0.000325,-0.0281,laying,3.0,1
0.027525,-0.0089,0.023325,laying,3.0,1
0.035125,0.0027,0.04975,laying,3.0,1
0.039725,0.003825,-0.04255,laying,3.0,1
0.0369,-0.02075,0.01475,laying,3.0,1
0.0593,-0.01095,0.08665,laying,3.0,1
0.0302,-0.008425,-0.05045,laying,3.0,1
0.02155,0.009425,0.021525,laying,3.0,1
0.0071,0.022375,-0.060325,laying,3.0,1
0.0477,-0.025825,0.1142,laying,3.0,1
0.045425,-0.01895,0.005375,laying,3.0,1
-0.03185,-0.00485,-0.08355,laying,3.0,1
0.008975,0.03055,0.07525,laying,3.0,1
0.040675,0.07675,0.001425,laying,3.0,1
0.012325,0.036775,-0.0557,laying,3.0,1
0.021425,-0.02085,0.0125,laying,3.0,1
0.004775,-0.071675,0.022275,laying,3.0,1
0.02805,-0.06245,0.03605,laying,3.0,1
0.030625,-0.0568,-0.021575,laying,3.0,1
0.026525,-0.025275,-0.0145,laying,3.0,1
0.0349,-0.015875,0.0102,laying,3.0,1
0.0249,-0.006525,-0.00125,laying,3.0,1
0.050625,0.018775,0.01445,laying,3.0,1
0.0516,0.0399,-0.0123,laying,3.0,1
0.003725,0.01285,-0.0142,laying,3.0,1
-0.030025,0.031475,0.0147,laying,3.0,1
0.043,0.021,0.03725,laying,3.0,1
0.049625,0.016375,-0.052775,laying,3.0,1
-0.0163,0.015325,-0.0082,laying,3.0,1
-0.001475,-0.01325,0.019425,laying,3.0,1
0.05115,-0.0188,-0.06575,laying,3.0,1
0.0488,-0.044875,-0.01595,laying,3.0,1
0.037225,-0.033075,0.037525,laying,3.0,1
0.05985,-0.0212,0.027375,laying,3.0,1
0.068175,0.01055,0.06065,laying,3.0,1
0.03395,-0.0195,-0.003975,laying,3.0,1
0.0315,-0.000675,-0.032575,laying,3.0,1
0.040125,0.02395,0.00185,laying,3.0,1
0.035175,0.0007,-0.008325,laying,3.0,1
0.031675,-0.00925,0.005225,laying,3.0,1
0.036475,0.004225,0.0637,laying,3.0,1
0.0302,0.003325,0.00215,laying,3.0,1
-0.01425,-0.029375,-0.0366,laying,3.0,1
-0.007125,-0.042825,0.111525,laying,3.0,1
0.00305,0.00495,-0.0176,laying,3.0,1
0.058175,-0.0104,-0.003625,laying,3.0,1
0.0376,-0.017225,-0.04835,laying,3.0,1
0.0057,-0.0189,-0.009175,laying,3.0,1
0.027325,0.015675,0.137125,laying,3.0,1
0.00535,0.035725,-0.0787,laying,3.0,1
0.010075,0.013575,0.0714,laying,3.0,1
0.07185,0.0286,0.024175,laying,3.0,1
0.05985,0.04895,0.000475,laying,3.0,1
0.021975,0.006525,0.0286,laying,3.0,1
0.012475,-0.051375,-0.004325,laying,3.0,1
0.0301,-0.068325,0.009625,laying,3.0,1
0.040525,-0.022275,-0.00995,laying,3.0,1
0.031,-0.030475,0.001175,laying,3.0,1
0.01225,-0.030075,-0.02325,laying,3.0,1
0.013975,-0.045275,0.0051,laying,3.0,1
0.046575,-0.01015,0.05655,laying,3.0,1
0.065375,0.009675,0.061825,laying,3.0,1
0.044025,0.011375,-0.031025,laying,3.0,1
-0.0265,0.02585,-0.041325,laying,3.0,1
0.016475,0.0044,0.010525,laying,3.0,1
0.04615,0.018925,0.0238,laying,3.0,1
0.042025,0.030025,-0.06735,laying,3.0,1
0.00165,0.0118,0.046125,laying,3.0,1
0.0078,-0.00425,-0.030275,laying,3.0,1
0.021975,-0.0174,-0.046625,laying,3.0,1
-0.002775,-0.0268,0.030075,laying,3.0,1
0.02045,-0.019625,0.0279,laying,3.0,1
0.056225,-0.0259,0.0148,laying,3.0,1
0.04235,-0.030075,-0.01725,laying,3.0,1
0.027575,-0.019975,-0.01115,laying,3.0,1
0.047175,-0.00185,0.02035,laying,3.0,1
0.07365,0.033475,0.057825,laying,3.0,1
0.023475,0.03265,-0.0566,laying,3.0,1
-0.016925,-0.006325,0.049825,laying,3.0,1
0.03005,0.023625,0.08715,laying,3.0,1
0.0454,-0.00825,-0.077925,laying,3.0,1
0.06275,-0.0198,0.0367,laying,3.0,1
-0.0101,-0.039675,-0.10425,laying,3.0,1
0.02935,-0.025875,0.117875,laying,3.0,1
0.013975,0.003625,-0.00475,laying,3.0,1
0.017075,0.015175,-0.05415,laying,3.0,1
0.072225,0.0003,0.086575,laying,3.0,1
0.049975,0.060825,0.003675,laying,3.0,1
0.02105,0.04235,-0.03865,laying,3.0,1
0.054775,-0.014525,-0.03625,laying,3.0,1
0.046125,-0.084925,0.012225,laying,3.0,1
-0.005325,-0.06725,0.01,laying,3.0,1
0.024575,-0.022525,-0.0161,laying,3.0,1
0.0429,0.02025,0.011825,laying,3.0,1
0.053875,0.01625,0.0121,laying,3.0,1
0.013675,-0.021075,0.0344,laying,3.0,1
0.010625,0.01375,-0.0292,laying,3.0,1
0.04215,0.01805,0.040375,laying,3.0,1
0.0222,-0.012675,-0.0612,laying,3.0,1
0.01425,0.007575,0.01105,laying,3.0,1
0.024675,0.018925,0.055225,laying,3.0,1
0.0213,-0.009275,-0.057425,laying,3.0,1
0.0322,0.016325,-0.00515,laying,3.0,1
0.05335,0.0139,0.04125,laying,3.0,1
0.048825,-0.003675,-0.028575,laying,3.0,1
0.017775,-0.0359,-0.023875,laying,3.0,1
0.022,-0.022425,0.008425,laying,3.0,1
0.0452,-0.014975,0.016,laying,3.0,1
0.033875,-0.0311,-0.0278,laying,3.0,1
0.027025,-0.037875,-0.0096,laying,3.0,1
0.039025,0.00525,-0.01375,laying,3.0,1
0.0314,0.0289,0.00275,laying,3.0,1
0.03775,0.0311,0.055225,laying,3.0,1
-0.01225,0.013125,-0.02385,laying,3.0,1
-0.0145,-0.01285,0.0564,laying,3.0,1
0.031725,0.007625,0.051975,laying,3.0,1
0.055175,0.001575,-0.06575,laying,3.0,1
0.05605,-0.004325,0.031025,laying,3.0,1
0.0021,-0.019325,-0.081725,laying,3.0,1
0.035875,-0.011575,0.13315,laying,3.0,1
0.020725,-0.000275,-0.0095,laying,3.0,1
0.008675,-0.01255,-0.02465,laying,3.0,1
0.04885,-0.02555,0.08415,laying,3.0,1
0.0527,0.033625,-0.0353,laying,3.0,1
0.01265,0.02425,-0.032825,laying,3.0,1
0.0251,-0.0153,0.002175,laying,3.0,1
0.02685,-0.026025,0.000475,laying,3.0,1
0.053225,-0.03335,0.0025,laying,3.0,1
0.02565,-0.0251,-0.058,laying,3.0,1
0.01975,-0.0158,0.001475,laying,3.0,1
0.064225,-0.001975,0.013175,laying,3.0,1
0.05445,0.022725,0.00165,laying,3.0,1
0.021875,0.0252,0.009875,laying,3.0,1
0.02795,0.035875,0.02915,laying,3.0,1
0.027125,-0.0046,-0.08255,laying,3.0,1
0.016725,-0.024125,0.058025,laying,3.0,1
0.026275,0.016,0.0626,laying,3.0,1
0.027775,0.01515,-0.0516,laying,3.0,1
0.034825,0.0042,0.0151,laying,3.0,1
0.0436,0.0981,0.0491,laying,3.0,2
0.0002,0.084325,0.01375,laying,3.0,2
0.013575,0.011575,-0.044475,laying,3.0,2
-0.014625,-0.047325,-0.069825,laying,3.0,2
-0.0007,-0.0249,-0.057875,laying,3.0,2
0.0498,0.03345,-0.0642,laying,3.0,2
0.023075,0.033475,-0.04695,laying,3.0,2
-0.004225,-0.01735,-0.017225,laying,3.0,2
0.013025,-0.0465,-0.02115,laying,3.0,2
0.0665,-0.0107,-0.0414,laying,3.0,2
0.073275,-0.01055,0.008025,laying,3.0,2
0.095275,-0.0071,0.026125,laying,3.0,2
0.075175,0.017375,0.0027,laying,3.0,2
-0.004025,0.006725,-0.0174,laying,3.0,2
-0.01785,0.0305,-0.010875,laying,3.0,2
-0.021275,0.060025,-0.03645,laying,3.0,2
-0.028875,0.0063,-0.071425,laying,3.0,2
0.010225,-0.0541,0.00745,laying,3.0,2
0.077975,-0.01635,0.015275,laying,3.0,2
0.131325,0.00155,-0.003825,laying,3.0,2
0.05965,-0.0365,-0.003925,laying,3.0,2
0.037,0.0004,-0.00265,laying,3.0,2
0.049425,0.023625,-0.01535,laying,3.0,2
0.044775,0.017525,-0.006375,laying,3.0,2
0.01005,0.009625,0.0034,laying,3.0,2
-0.01285,-0.01875,-0.01175,laying,3.0,2
-0.01045,-0.03585,-0.052025,laying,3.0,2
-0.0057,-0.054375,-0.070425,laying,3.0,2
-0.057175,-0.01995,-0.10235,laying,3.0,2
-0.05625,0.07125,-0.106975,laying,3.0,2
0.028775,0.1408,-0.00555,laying,3.0,2
0.060725,0.1317,0.057875,laying,3.0,2
0.069675,0.000525,0.037,laying,3.0,2
0.051925,-0.0633,-0.012225,laying,3.0,2
0.035875,-0.074,-0.025025,laying,3.0,2
0.011175,-0.0451,-0.03935,laying,3.0,2
0.026775,0.0136,-0.028375,laying,3.0,2
-0.002325,0.094225,0.003075,laying,3.0,2
0.03655,0.074275,0.0053,laying,3.0,2
0.070775,0.018225,-0.018725,laying,3.0,2
0.04725,-0.055975,-0.01005,laying,3.0,2
0.028375,-0.053475,-0.00355,laying,3.0,2
0.02855,-0.016275,-5e-05,laying,3.0,2
-0.01045,-0.013725,0.0315,laying,3.0,2
0.018525,0.002825,-0.0014,laying,3.0,2
0.058125,0.023025,-0.0693,laying,3.0,2
0.0478,-0.000775,-0.055825,laying,3.0,2
0.010925,-0.003825,-0.010475,laying,3.0,2
-0.0007,0.0022,0.012525,laying,3.0,2
0.0173,0.02015,0.02445,laying,3.0,2
0.027475,-0.001875,-0.020775,laying,3.0,2
0.063475,-0.01425,0.0061,laying,3.0,2
0.0814,0.05845,0.008175,laying,3.0,2
0.0455,0.073325,0.000975,laying,3.0,2
0.0221,0.02345,0.004725,laying,3.0,2
0.027125,-0.03125,-0.008025,laying,3.0,2
