ax (m/s^2),ay (m/s^2),az (m/s^2),Activity,Subject,Sample
0.036625,-0.0079,0.01745,sitting,3.0,2
0.0513,-0.015325,-0.02315,sitting,3.0,2
0.032975,0.028475,-0.00455,sitting,3.0,2
0.04115,0.022925,0.006225,sitting,3.0,2
0.02575,-0.003475,0.001375,sitting,3.0,2
0.02535,-0.01445,0.020025,sitting,3.0,2
0.0183,0.018275,-0.002975,sitting,3.0,2
0.027425,-0.005575,-0.002675,sitting,3.0,2
-0.0012,-0.009725,-0.014275,sitting,3.0,2
-0.0102,-0.01755,0.00855,sitting,3.0,2
0.016325,-0.0024,0.0046,sitting,3.0,2
0.0532,-0.00745,-0.006075,sitting,3.0,2
0.051975,-0.0017,-0.010525,sitting,3.0,2
0.05785,-0.005,0.0026,sitting,3.0,2
0.045825,-0.009275,0.0028,sitting,3.0,2
0.05075,0.0026,0.004875,sitting,3.0,2
0.068175,0.011625,-0.0047,sitting,3.0,2
0.0649,0.003925,-0.007875,sitting,3.0,2
0.0599,-0.0048,-0.00655,sitting,3.0,2
0.06065,-0.0026,0.01005,sitting,3.0,2
0.067525,-0.01585,-0.0182,sitting,3.0,2
0.028375,-0.0197,-0.018925,sitting,3.0,2
0.017375,-0.006725,-0.000375,sitting,3.0,2
-0.0008,0.00545,0.019525,sitting,3.0,2
0.000525,0.011475,0.00945,sitting,3.0,2
0.041875,0.008125,0.00085,sitting,3.0,2
0.04195,-0.0089,-0.010825,sitting,3.0,2
0.05015,-0.000825,-0.01025,sitting,3.0,2
0.0492,-0.0016,0.004075,sitting,3.0,2
0.04605,-0.0053,0.001625,sitting,3.0,2
0.049025,-0.006875,0.003925,sitting,3.0,2
0.044825,-0.001275,-0.008,sitting,3.0,2
0.0493,-0.0046,-0.00285,sitting,3.0,2
0.045825,-0.010925,-0.005025,sitting,3.0,2
0.027375,-0.00565,-0.00605,sitting,3.0,2
0.03175,-0.015175,0.01075,sitting,3.0,2
0.00025,-0.005925,0.0184,sitting,3.0,2
0.03685,-0.0048,-0.0113,sitting,3.0,2
0.052975,0.0096,0.004225,sitting,3.0,2
0.031925,0.00795,-0.0169,sitting,3.0,2
0.04305,0.00635,0.0001,sitting,3.0,2
0.02985,0.001075,0.01875,sitting,3.0,2
0.049,-0.0143,0.00995,sitting,3.0,2
0.045125,-0.01485,0.00975,sitting,3.0,2
0.02455,-0.000375,-0.00705,sitting,3.0,2
0.0267,-0.01465,0.0038,sitting,3.0,2
0.0487,-0.0205,0.007225,sitting,3.0,2
0.0325,-0.008625,-0.014125,sitting,3.0,2
0.04335,-0.00695,-0.002975,sitting,3.0,2
0.032025,-0.00805,0.0147,sitting,3.0,2
0.039525,0.00565,-0.0093,sitting,3.0,2
0.03425,0.007075,-0.02195,sitting,3.0,2
0.025875,-0.01335,0.015075,sitting,3.0,2
0.01805,-0.01865,-0.016775,sitting,3.0,2
0.022325,-0.02355,0.004875,sitting,3.0,2
0.001775,-0.0139,0.001175,sitting,3.0,2
0.0251,-0.01835,0.00585,sitting,3.0,2
0.0357,0.014275,0.01935,sitting,3.0,2
0.019775,-0.0537,-0.026825,sitting,3.0,2
0.1102,0.066475,0.006,sitting,3.0,2
0.019425,-0.0446,-0.00475,sitting,3.0,2
0.08715,0.00415,0.004725,sitting,3.0,2
-0.0075,0.0126,-0.012875,sitting,3.0,2
0.036275,-0.02345,0.0229,sitting,3.0,2
0.017425,-0.013625,0.01965,sitting,3.0,2
0.03345,-0.002125,-0.0198,sitting,3.0,2
0.05055,-0.0057,-0.007275,sitting,3.0,2
0.032225,-0.0022,0.017675,sitting,3.0,2
0.0228,0.00495,-0.007675,sitting,3.0,2
0.0267,-0.0138,-0.013125,sitting,3.0,2
0.0196,-0.00165,0.01545,sitting,3.0,2
0.038375,-0.01085,0.0117,sitting,3.0,2
0.029425,0.0042,-0.00405,sitting,3.0,2
0.05995,0.016375,-0.0109,sitting,3.0,2
0.06365,-0.0125,0.0081,sitting,3.0,2
0.041325,-0.004675,0.0056,sitting,3.0,2
0.050425,0.00935,-0.005225,sitting,3.0,2
0.02905,-0.011,0.00325,sitting,3.0,2
0.0536,-0.012175,-0.022725,sitting,3.0,2
0.04125,0.0033,0.00765,sitting,3.0,2
0.00145,-0.00745,0.0179,sitting,3.0,2
0.026725,0.007525,0.021875,sitting,3.0,2
0.010075,-0.01075,-0.01635,sitting,3.0,2
0.012625,-0.019575,-0.0005,sitting,3.0,2
0.0416,-0.001925,0.00315,sitting,3.0,2
0.055975,0.008225,-0.007675,sitting,3.0,2
0.04715,0.0107,-0.014375,sitting,3.0,2
0.0586,0.00545,0.01075,sitting,3.0,2
0.06535,-0.010175,0.00565,sitting,3.0,2
0.041025,-0.027325,0.0057,sitting,3.0,2
-0.00375,-0.041575,-0.00505,sitting,3.0,2
-0.0069,-0.032775,0.018625,sitting,3.0,2
0.005125,-0.008325,0.01695,sitting,3.0,2
-0.00515,-0.007025,-0.00235,sitting,3.0,2
0.0401,0.010575,-0.021,sitting,3.0,2
0.05225,0.021725,0.003125,sitting,3.0,2
0.059175,0.005675,0.00755,sitting,3.0,2
0.05495,0.001975,-0.01015,sitting,3.0,2
0.0585,0.008975,0.00555,sitting,3.0,2
0.0494,-0.000375,0.01355,sitting,3.0,2
0.07705,0.0043,-0.001025,sitting,3.0,2
0.0255,-0.018525,-0.0162,sitting,3.0,2
0.00635,-0.021175,0.0057,sitting,3.0,2
0.007175,-0.012225,0.0278,sitting,3.0,2
0.003325,-0.01305,-0.0095,sitting,3.0,2
0.011,0.0059,0.00375,sitting,3.0,2
0.027125,0.00285,0.004825,sitting,3.0,2
0.054925,-0.002475,-0.0061,sitting,3.0,2
0.0184,0.004825,-0.003325,sitting,3.0,2
0.032225,0.00975,-0.0125,sitting,3.0,2
0.063025,-0.003275,0.00095,sitting,3.0,2
0.0486,-0.01665,0.0008,sitting,3.0,2
0.046525,0.002575,0.00525,sitting,3.0,2
0.079325,0.00655,-0.007775,sitting,3.0,2
0.0533,-0.0109,0.008875,sitting,3.0,2
0.03135,-0.02445,-0.012325,sitting,3.0,2
0.02165,-0.0022,-0.00245,sitting,3.0,2
0.00015,-0.0058,0.011725,sitting,3.0,2
0.0204,-0.00745,0.0206,sitting,3.0,2
0.031575,-0.012425,-0.009375,sitting,3.0,2
0.0335,0.0087,-0.005575,sitting,3.0,2
0.068075,-0.0019,0.0194,sitting,3.0,2
0.061,0.007325,-0.004675,sitting,3.0,2
0.03935,0.010225,-0.01975,sitting,3.0,2
0.037975,-0.00445,0.020725,sitting,3.0,2
0.0216,0.002875,0.006025,sitting,3.0,2
0.051775,0.001575,0.0128,sitting,3.0,2
0.01915,-0.018775,-0.001675,sitting,3.0,2
0.039275,-0.034625,-0.00495,sitting,3.0,2
0.032525,-0.018075,-0.005875,sitting,3.0,2
0.0328,0.003475,-0.00105,sitting,3.0,2
0.042875,-0.0074,0.016475,sitting,3.0,2
0.033625,-0.00035,-0.003975,sitting,3.0,2
0.029675,0.00795,0.005825,sitting,3.0,2
0.01975,-0.0012,-0.000225,sitting,3.0,2
0.018225,-0.0185,0.004525,sitting,3.0,2
0.054275,0.00085,0.006775,sitting,3.0,2
0.048575,0.007275,0.00425,sitting,3.0,2
0.030225,0.00665,0.01105,sitting,3.0,2
0.0486,-0.015875,-0.0022,sitting,3.0,2
0.03545,-0.00115,-0.023075,sitting,3.0,2
0.019875,-0.008025,0.000975,sitting,3.0,2
0.021075,0.006975,-0.00015,sitting,3.0,2
0.0135,-0.007525,0.016375,sitting,3.0,2
0.021625,-0.00555,0.001775,sitting,3.0,2
0.0254,-0.006,0.00375,sitting,3.0,2
0.04405,-0.010525,-0.0066,sitting,3.0,2
0.05965,0.014675,-0.009875,sitting,3.0,2
0.050575,-0.01045,-0.005,sitting,3.0,2
0.05905,-0.0025,-0.0023,sitting,3.0,2
0.0726,-0.002925,-0.004675,sitting,3.0,2
0.036075,-0.00465,0.013225,sitting,3.0,2
0.02635,-0.00485,0.005975,sitting,3.0,2
0.010975,-0.023975,-0.005975,sitting,3.0,2
0.04695,-0.013575,0.00585,sitting,3.0,2
0.050775,-0.00365,-0.009725,sitting,3.0,2
0.060125,0.01345,-0.0093,sitting,3.0,2
0.026375,-0.0092,-0.00325,sitting,3.0,2
0.00695,0.005525,0.00425,sitting,3.0,2
-0.009225,0.00235,0.012225,sitting,3.0,2
0.027275,-0.0002,-0.0011,sitting,3.0,2
0.016075,0.0004,-0.015075,sitting,3.0,2
0.05625,-0.013275,0.002875,sitting,3.0,2
0.071125,-0.0069,0.008825,sitting,3.0,2
0.04,-0.0142,0.008525,sitting,3.0,2
0.0528,-0.01385,0.00715,sitting,3.0,2
0.03555,-0.0138,-0.00255,sitting,3.0,2
0.0572,0.005225,-0.001125,sitting,3.0,2
0.041425,0.0078,0.001275,sitting,3.0,2
0.0409,0.008775,-0.01155,sitting,3.0,2
0.024775,-0.01175,0.02395,sitting,3.0,2
0.0171,-0.002025,-0.0038,sitting,3.0,2
0.022425,0.004925,-0.013,sitting,3.0,2
0.047775,-0.00225,-0.007775,sitting,3.0,2
0.024825,-0.0049,0.0008,sitting,3.0,2
0.02635,0.006525,0.00185,sitting,3.0,2
0.0279,-0.003625,-0.0075,sitting,3.0,2
0.01645,-0.01235,-0.0155,sitting,3.0,2
0.0295,-0.007975,0.0133,sitting,3.0,2
0.0176,-0.0216,-2.5e-05,sitting,3.0,2
0.031,-0.00735,0.0058,sitting,3.0,2
0.038125,0.002425,0.005475,sitting,3.0,2
0.002,-0.003325,0.0042,sitting,3.0,2
0.094,0.012175,-0.009775,sitting,3.0,2
0.0668,0.053175,0.008975,sitting,3.0,2
0.03025,-0.06045,-0.003975,sitting,3.0,2
0.0403,-0.0118,0.008825,sitting,3.0,2
-0.012175,-0.02885,0.005375,sitting,3.0,2
0.0377,-0.000975,0.00405,sitting,3.0,2
0.065525,-0.00375,0.001125,sitting,3.0,2
0.057325,0.000625,-0.024425,sitting,3.0,2
0.040475,0.01325,-0.0071,sitting,3.0,2
0.01265,0.004,0.0261,sitting,3.0,2
0.00665,-0.02125,0.00625,sitting,3.0,2
0.05655,-0.0173,-0.00795,sitting,3.0,2
0.0688,-0.003975,-0.0112,sitting,3.0,2
0.04955,0.000625,-0.013075,sitting,3.0,2
0.044,0.010675,0.02285,sitting,3.0,2
0.026075,0.00475,0.013475,sitting,3.0,2
0.0395,-0.009625,0.001425,sitting,3.0,2
0.0635,-0.011925,-0.00925,sitting,3.0,2
0.038075,-0.011225,-0.001725,sitting,3.0,2
0.02825,-0.026825,0.004175,sitting,3.0,2
0.018025,-0.01145,0.0168,sitting,3.0,2
0.045975,-0.0013,-0.0178,sitting,3.0,2
0.053875,0.005575,-0.007675,sitting,3.0,2
0.037375,-0.006875,-0.015425,sitting,3.0,2
0.032025,0.0022,0.0109,sitting,3.0,2
0.049375,-0.001875,0.007025,sitting,3.0,2
0.059275,0.00705,-0.01565,sitting,3.0,2
0.0562,-0.00565,-0.0022,sitting,3.0,2
0.02925,-0.011275,0.0097,sitting,3.0,2
0.022525,0.000225,0.02,sitting,3.0,2
0.01915,-0.0024,-0.001675,sitting,3.0,2
0.0045,-0.002,-0.000475,sitting,3.0,2
0.032925,-0.0083,-0.0063,sitting,3.0,2
0.0263,-0.00115,-0.003825,sitting,3.0,2
0.037875,0.000225,-0.017675,sitting,3.0,2
0.049925,0.0069,0.002825,sitting,3.0,2
0.024175,0.002675,0.01205,sitting,3.0,2
0.0145,0.001525,-0.01395,sitting,3.0,2
0.015075,-0.011975,0.002,sitting,3.0,2
0.001525,-0.023825,0.0135,sitting,3.0,2
0.035575,-0.0021,0.00155,sitting,3.0,2
0.0527,0.014375,0.004625,sitting,3.0,2
0.06805,0.01335,-0.0012,sitting,3.0,2
0.0463,-0.0021,-0.017625,sitting,3.0,2
0.0478,0.00435,0.0043,sitting,3.0,2
0.031775,-0.0076,0.009925,sitting,3.0,2
0.045375,0.00175,0.00605,sitting,3.0,2
0.02535,-0.0174,-0.003475,sitting,3.0,2
0.025125,-0.011775,0.0013,sitting,3.0,2
0.061825,0.0159,-0.01275,sitting,3.0,2
0.01775,0.0112,-0.009875,sitting,3.0,2
0.028625,-0.00715,0.0032,sitting,3.0,2
0.0423,-0.015275,0.005525,sitting,3.0,2
0.041925,-0.028425,-0.009675,sitting,3.0,2
0.025225,-0.0234,-0.004525,sitting,3.0,2
0.041575,-0.03465,0.006125,sitting,3.0,2
0.052225,0.007825,0.003475,sitting,3.0,2
0.0758,0.025725,0.004375,sitting,3.0,2
0.0644,0.0071,0.002,sitting,3.0,2
0.049225,-0.00285,-0.002725,sitting,3.0,2
0.042725,-0.011575,0.00945,sitting,3.0,2
0.022375,-0.001025,-0.000425,sitting,3.0,2
0.04895,0.008225,0.0041,sitting,3.0,2
0.048475,0.0069,-0.012475,sitting,3.0,2
0.0506,-0.00215,0.002225,sitting,3.0,2
0.00445,-0.028725,-0.001025,sitting,3.0,2
-0.0335,-0.0287,0.01655,sitting,3.0,2
-0.014325,-0.0051,0.01485,sitting,3.0,2
0.018275,-0.00725,-0.0094,sitting,3.0,2
-0.0315,-0.0345,0.00395,sitting,3.0,2
0.110625,0.04615,-0.001,sitting,3.0,2
0.099925,-0.0098,-0.012675,sitting,3.0,2
0.0818,0.0621,-0.00525,sitting,3.0,2
0.086925,-0.0359,0.032675,sitting,3.0,2
0.037975,-0.006375,0.0047,sitting,3.0,2
0.01,-0.016325,0.00135,sitting,3.0,2
0.0449,-0.01685,0.00705,sitting,3.0,2
0.015425,-0.00955,-0.01435,sitting,3.0,2
-0.011575,-0.00835,0.0295,sitting,3.0,2
-0.01285,-0.022525,0.016775,sitting,3.0,2
0.018075,-0.012625,0.009475,sitting,3.0,2
0.01225,-0.000975,-0.001625,sitting,3.0,2
0.0502,-0.027,-0.01335,sitting,3.0,2
0.0723,0.01865,-0.009425,sitting,3.0,2
0.05635,0.022275,0.001575,sitting,3.0,2
0.05685,0.001125,0.00505,sitting,3.0,2
0.0737,-0.01785,0.0024,sitting,3.0,2
0.065725,-0.009225,0.00125,sitting,3.0,2
0.052075,-0.018975,-0.008025,sitting,3.0,2
0.00965,-0.019875,0.000275,sitting,3.0,2
0.00555,-0.01525,-0.01365,sitting,3.0,2
-0.00025,-0.02205,0.002275,sitting,3.0,2
0.01705,0.002325,0.0103,sitting,3.0,2
0.0114,-0.011575,0.018125,sitting,3.0,2
0.059225,0.0048,-0.006925,sitting,3.0,2
0.0599,0.01475,0.001375,sitting,3.0,2
0.061025,0.0125,-0.009025,sitting,3.0,2
0.0577,0.01755,-0.00175,sitting,3.0,2
0.05965,0.00805,-0.005125,sitting,3.0,2
0.04135,-0.019,0.001925,sitting,3.0,2
0.044125,-0.015175,0.0089,sitting,3.0,2
0.02025,-0.00085,0.007425,sitting,3.0,2
0.008325,-0.00135,-0.00405,sitting,3.0,2
0.022025,0.00165,0.0052,sitting,3.0,2
0.029,0.002625,-0.0044,sitting,3.0,2
0.03935,-0.0112,-0.023075,sitting,3.0,2
0.022075,0.007325,0.013025,sitting,3.0,2
0.0253,0.0123,-0.001375,sitting,3.0,2
0.0513,-0.0021,-0.00485,sitting,3.0,2
0.022025,0.006575,-0.0106,sitting,3.0,2
0.0351,-0.001525,-0.0055,sitting,3.0,2
0.0364,-0.002325,0.001675,sitting,3.0,2
0.02455,0.002975,-0.0029,sitting,3.0,2
0.02945,-0.015725,-0.015675,sitting,3.0,2
0.05175,-0.022125,0.0059,sitting,3.0,2
0.0662,0.004325,-0.0013,sitting,3.0,2
0.064825,-0.008525,0.006825,sitting,3.0,2
0.044475,-0.0132,-0.005075,sitting,3.0,2
0.002675,-0.0177,0.01985,sitting,3.0,2
-0.00415,0.00445,-0.01935,sitting,3.0,2
0.0116,0.015525,0.0071,sitting,3.0,2
0.04065,-0.002375,-0.0039,sitting,3.0,2
0.068,-0.007275,0.018575,sitting,3.0,2
0.036975,-0.015975,-0.00665,sitting,3.0,2
0.01285,-0.0183,-0.00025,sitting,3.0,2
0.0112,-0.0085,0.0124,sitting,3.0,2
0.040225,0.004375,-0.007875,sitting,3.0,2
0.063575,-0.0024,-0.01375,sitting,3.0,2
0.080825,0.012325,-0.0165,sitting,3.0,2
0.002,0.001725,0.015825,sitting,3.0,2
0.037075,-0.017125,0.0236,sitting,3.0,2
0.000875,-0.017675,0.009975,sitting,3.0,2
0.061725,-0.004425,-0.0234,sitting,3.0,2
0.079875,0.020575,0.01845,sitting,3.0,2
0.0626,-0.001275,0.00355,sitting,3.0,2
0.0278,0.015775,-0.009225,sitting,3.0,2
0.02135,0.0075,0.003125,sitting,3.0,2
-0.030325,-0.022575,0.01715,sitting,3.0,2
0.01965,-0.015025,-0.01395,sitting,3.0,2
0.0409,-0.0304,-0.005225,sitting,3.0,2
0.023025,-0.01685,-0.00745,sitting,3.0,2
0.05095,-0.00035,0.005675,sitting,3.0,2
0.054575,0.012325,0.013625,sitting,3.0,2
0.041875,0.0034,-0.011225,sitting,3.0,2
0.036525,-0.0036,0.0078,sitting,3.0,2
0.0379,-0.004825,0.005225,sitting,3.0,2
0.021175,-0.0025,-0.0137,sitting,3.0,2
0.00915,-0.01325,0.0067,sitting,3.0,2
0.02235,-0.0086,0.0088,sitting,3.0,2
0.03035,-0.000325,-0.00905,sitting,3.0,2
0.03805,0.00735,-0.0087,sitting,3.0,2
0.03965,0.010825,-0.0026,sitting,3.0,2
0.02545,-0.018875,-0.011825,sitting,3.0,2
0.041925,-0.02645,0.006225,sitting,3.0,2
0.058925,-0.000825,0.015425,sitting,3.0,2
0.03265,-0.0186,0.013725,sitting,3.0,2
0.04845,-0.0076,-0.004425,sitting,3.0,2
0.063025,0.020175,-0.0159,sitting,3.0,2
0.0444,0.008675,-0.00935,sitting,3.0,2
0.0274,0.021025,0.016725,sitting,3.0,2
0.020925,-0.002075,0.014875,sitting,3.0,2
-0.013625,-0.0326,-0.002,sitting,3.0,2
0.015475,-0.034975,-0.0066,sitting,3.0,2
0.046,-0.02085,-0.008625,sitting,3.0,2
0.02485,-0.0094,0.0142,sitting,3.0,2
0.00975,-0.004225,0.027675,sitting,3.0,2
0.0564,0.009725,-0.0061,sitting,3.0,2
0.03685,-0.005125,-0.01625,sitting,3.0,2
0.0533,0.00205,0.00305,sitting,3.0,2
0.055275,0.0114,0.01,sitting,3.0,2
0.05975,-0.005725,0.017925,sitting,3.0,2
0.0532,0.013525,-0.000425,sitting,3.0,2
0.0255,-0.00815,-0.01685,sitting,3.0,2
0.0111,0.00665,0.0062,sitting,3.0,2
0.01055,-0.01375,-0.004425,sitting,3.0,2
0.022025,-0.0403,-0.0078,sitting,3.0,2
0.058125,-0.007375,0.003,sitting,3.0,2
0.0631,0.0164,0.019125,sitting,3.0,2
0.062225,-0.001825,0.00805,sitting,3.0,2
0.016175,-0.0093,-0.006125,sitting,3.0,2
0.023375,0.004125,0.0023,sitting,3.0,2
0.008625,-0.0146,0.0139,sitting,3.0,2
0.0144,-0.008625,0.002875,sitting,3.0,2
0.04265,0.0053,0.002825,sitting,3.0,2
0.0444,0.005925,-0.00655,sitting,3.0,2
-0.0545,-0.0867,0.1518,standing,3.0,1
-0.06185,-0.082275,0.1496,standing,3.0,1
0.02045,-0.009825,0.0417,standing,3.0,1
0.07615,0.0229,0.015625,standing,3.0,1
0.071625,-0.0352,0.031,standing,3.0,1
0.077875,-0.00595,0.149,standing,3.0,1
0.02635,-0.041175,0.069475,standing,3.0,1
0.018775,-0.012725,-0.080875,standing,3.0,1
0.02035,0.010875,-0.127325,standing,3.0,1
0.1219,0.004875,-0.095,standing,3.0,1
0.118725,-0.01345,-0.056125,standing,3.0,1
0.0337,-0.051725,-0.166775,standing,3.0,1
-0.001375,-0.05195,-0.139725,standing,3.0,1
0.07005,-0.0221,0.0325,standing,3.0,1
0.128275,0.000725,0.0047,standing,3.0,1
0.106075,-0.001825,-0.050375,standing,3.0,1
0.128225,0.0094,-0.017525,standing,3.0,1
0.187725,-0.007975,0.17025,standing,3.0,1
0.164275,-0.004475,0.33555,standing,3.0,1
0.0212,0.0248,0.040925,standing,3.0,1
-0.024075,0.042575,-0.282525,standing,3.0,1
0.034025,0.0769,-0.183425,standing,3.0,1
0.059125,-0.0085,0.193725,standing,3.0,1
-0.00385,-0.08325,0.3441,standing,3.0,1
-0.011875,-0.049775,0.20385,standing,3.0,1
0.080875,0.066725,-0.07835,standing,3.0,1
0.08025,0.097425,-0.187725,standing,3.0,1
0.001025,-0.01925,-0.1792,standing,3.0,1
-0.0596,-0.0537,-0.067925,standing,3.0,1
-0.09475,-0.087175,0.067525,standing,3.0,1
-0.028175,-0.062125,0.1555,standing,3.0,1
-0.008275,-0.008,0.018275,standing,3.0,1
-0.064775,-0.01705,-0.06535,standing,3.0,1
-0.067775,-0.04405,-0.001575,standing,3.0,1
-0.004925,-0.0074,0.070775,standing,3.0,1
0.11945,0.05355,0.0657,standing,3.0,1
0.089475,0.0439,-0.00365,standing,3.0,1
0.03375,-0.0028,-0.06465,standing,3.0,1
0.0386,-0.02835,-0.013525,standing,3.0,1
0.129775,0.03275,-0.02345,standing,3.0,1
0.08935,0.059225,-0.142525,standing,3.0,1
0.0229,0.0125,-0.193475,standing,3.0,1
0.113575,0.022,-0.0621,standing,3.0,1
0.1334,0.0122,0.0946,standing,3.0,1
-0.04805,-0.0722,0.086725,standing,3.0,1
-0.178675,-0.05705,-0.045575,standing,3.0,1
0.025425,0.04335,-0.0403,standing,3.0,1
0.151925,0.159725,-0.00385,standing,3.0,1
0.027375,0.052275,0.0218,standing,3.0,1
0.023375,0.004925,0.13155,standing,3.0,1
0.081025,0.0794,0.1744,standing,3.0,1
0.03035,0.0302,0.073075,standing,3.0,1
-0.034375,0.029875,-0.09425,standing,3.0,1
-0.003075,0.06175,-0.14855,standing,3.0,1
0.039925,0.07095,-0.053275,standing,3.0,1
0.040275,-0.02685,0.098,standing,3.0,1
0.007225,-0.05065,0.1117,standing,3.0,1
0.043625,-0.013575,0.031175,standing,3.0,1
0.0957,0.0648,-0.1237,standing,3.0,1
0.0013,0.0378,-0.106275,standing,3.0,1
-0.073525,-0.059675,0.0051,standing,3.0,1
-0.056175,-0.062,-0.021475,standing,3.0,1
0.092975,0.062825,-0.01155,standing,3.0,1
0.1305,0.058125,0.042675,standing,3.0,1
-0.046675,-0.0439,-0.072475,standing,3.0,1
-0.11375,-0.058075,-0.103125,standing,3.0,1
-0.004075,0.036325,-0.023325,standing,3.0,1
0.02645,-0.004425,0.020275,standing,3.0,1
0.0334,0.000925,-0.007025,standing,3.0,1
0.06435,0.02895,-0.0924,standing,3.0,1
0.08205,0.034775,-0.049225,standing,3.0,1
-0.00175,-0.048475,0.067625,standing,3.0,1
-0.0223,-0.03805,0.098375,standing,3.0,1
0.008175,0.045925,0.0204,standing,3.0,1
0.034925,0.023775,0.055875,standing,3.0,1
0.078275,0.01895,0.152425,standing,3.0,1
0.062825,0.041075,0.130525,standing,3.0,1
-0.030175,0.02965,-0.02725,standing,3.0,1
0.04415,0.038175,-0.027375,standing,3.0,1
0.1161,0.052,0.02765,standing,3.0,1
0.07605,0.056875,-0.091175,standing,3.0,1
0.01335,0.035225,-0.05875,standing,3.0,1
0.06685,0.045925,0.034075,standing,3.0,1
0.044725,0.05075,0.018375,standing,3.0,1
-0.009875,-0.014675,-0.05695,standing,3.0,1
0.075975,0.047,0.050775,standing,3.0,1
0.037725,0.0162,0.016625,standing,3.0,1
-0.042075,-0.036925,-0.005725,standing,3.0,1
-0.068925,-0.02645,-0.033875,standing,3.0,1
-0.059825,-0.022575,-0.11355,standing,3.0,1
0.143575,0.1036,-0.075525,standing,3.0,1
0.182975,0.070675,0.089225,standing,3.0,1
-0.0036,-0.0466,0.06835,standing,3.0,1
-0.0305,-0.01625,-0.041725,standing,3.0,1
0.022025,0.06575,-0.1203,standing,3.0,1
0.0082,0.01795,-0.114525,standing,3.0,1
0.025,0.030125,-0.093775,standing,3.0,1
0.106375,0.0775,-0.052825,standing,3.0,1
0.124025,0.05445,0.046775,standing,3.0,1
0.094275,0.020075,0.107025,standing,3.0,1
0.00055,-0.019575,0.055025,standing,3.0,1
0.003525,-0.00825,-0.05375,standing,3.0,1
0.121575,0.104725,-0.104575,standing,3.0,1
0.08785,0.1196,-0.0846,standing,3.0,1
-0.06135,-0.020975,-0.060925,standing,3.0,1
-0.1063,-0.078525,0.02225,standing,3.0,1
-0.004225,-0.041825,0.1817,standing,3.0,1
0.052425,-0.023975,0.212275,standing,3.0,1
0.017275,0.021425,0.0096,standing,3.0,1
-0.041525,0.06375,-0.1656,standing,3.0,1
0.049475,0.0623,-0.0832,standing,3.0,1
0.112725,0.049625,0.064225,standing,3.0,1
0.115525,0.027475,0.080125,standing,3.0,1
0.109825,0.0628,0.0052,standing,3.0,1
0.1036,0.0742,-0.053525,standing,3.0,1
0.0711,0.054425,-0.11075,standing,3.0,1
0.03235,0.03685,-0.04335,standing,3.0,1
0.052975,0.030925,0.04785,standing,3.0,1
0.12245,0.04135,0.12345,standing,3.0,1
0.03185,-0.000175,0.034875,standing,3.0,1
-0.029525,-0.0545,-0.035525,standing,3.0,1
0.0107,-0.030925,0.128825,standing,3.0,1
0.04825,-0.050225,0.17565,standing,3.0,1
0.00105,0.0088,-0.121275,standing,3.0,1
0.025875,0.04455,-0.28155,standing,3.0,1
0.13375,0.074775,-0.0804,standing,3.0,1
0.078825,0.001025,0.10445,standing,3.0,1
-0.0803,-0.11375,0.1152,standing,3.0,1
-0.144125,-0.09805,-0.026725,standing,3.0,1
-0.028325,0.0096,-0.0882,standing,3.0,1
0.131675,0.091875,-0.02075,standing,3.0,1
0.0882,0.04375,-0.044575,standing,3.0,1
0.016025,-0.004025,-0.10115,standing,3.0,1
0.050475,0.039575,-0.10315,standing,3.0,1
0.098275,0.060525,0.03695,standing,3.0,1
0.0622,0.00745,0.1231,standing,3.0,1
0.003075,-0.008725,0.072675,standing,3.0,1
0.005375,0.04005,0.019325,standing,3.0,1
-0.05775,0.01905,-0.060825,standing,3.0,1
-0.087925,-0.000175,-0.094275,standing,3.0,1
-0.0105,-0.002825,-0.071175,standing,3.0,1
-0.06695,-0.058625,0.08415,standing,3.0,1
-0.05945,-0.0608,0.143025,standing,3.0,1
-0.001875,-0.000475,0.025375,standing,3.0,1
0.08245,0.076175,-0.12465,standing,3.0,1
-0.000125,0.037425,-0.1,standing,3.0,1
-0.057175,-0.07175,0.04085,standing,3.0,1
0.037125,-0.0442,0.091025,standing,3.0,1
0.170175,0.049725,0.13365,standing,3.0,1
0.17185,0.07795,0.043375,standing,3.0,1
0.09055,0.051175,-0.065525,standing,3.0,1
0.0974,0.033975,-0.05695,standing,3.0,1
0.1536,0.068525,0.060125,standing,3.0,1
0.095,0.053475,0.075725,standing,3.0,1
0.010525,0.01245,0.01605,standing,3.0,1
0.00015,0.021025,-0.09415,standing,3.0,1
0.008175,0.021125,-0.13765,standing,3.0,1
-0.072575,-0.02685,-0.0856,standing,3.0,1
-0.014625,-0.010825,0.0572,standing,3.0,1
0.00625,-0.00915,0.065725,standing,3.0,1
-0.00325,-0.0482,-0.028575,standing,3.0,1
-0.006175,-0.04385,-0.08045,standing,3.0,1
0.025225,-0.044475,0.016675,standing,3.0,1
0.0793,-0.0113,0.092825,standing,3.0,1
0.0514,0.005425,0.004675,standing,3.0,1
0.0839,0.0528,-0.000875,standing,3.0,1
0.074125,0.01185,0.063675,standing,3.0,1
-0.0137,-0.04115,0.065925,standing,3.0,1
-0.009575,0.043925,-0.125575,standing,3.0,1
0.03285,0.116975,-0.1883,standing,3.0,1
0.092625,0.0959,-0.018175,standing,3.0,1
0.145475,0.09605,0.079275,standing,3.0,1
0.02975,-0.007875,0.053,standing,3.0,1
